date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2019-01-01;10;10;6;5.9;7.6;6.9;5.1;7.8;2.4;86;69;71;2;4;5;5.4
2019-01-02;10;10;7;3.6;3.5;1.7;4.3;6.9;1.7;61;60;64;5;4;4;1.2
2019-01-03;9;10;3;-1.2;-0.7;-1.4;-0.2;1.7;-2.0;61;80;70;4;5;4;2
2019-01-04;9;9;10;-2.6;-0.2;0.2;-1.4;0.2;-2.9;71;64;89;3;3;4;10.8
2019-01-05;10;10;10;1.3;2.0;2.9;1.5;2.9;0.0;88;91;89;5;5;4;15
2019-01-06;9;9;9;2.6;2.2;;2.5;3.5;1.5;68;57;62;4;4;3;Spuren
2019-01-07;9;10;10;-1.4;-0.9;-1.6;-0.1;1.5;-1.7;81;70;86;1;1;1;2.9
2019-01-08;10;9;9;2.5;4.8;4.3;1.9;5.5;-1.7;87;74;78;4;4;6;3.9
2019-01-09;8;10;10;2.9;2.1;1.2;2.9;4.7;1.1;83;91;90;4;3;4;7.2
2019-01-10;9;10;10;;1.4;1.5;1.4;2.0;0.8;91;86;75;3;3;3;Spuren
2019-01-11;9;8;10;-1.0;0.0;-0.1;0.1;1.5;-1.4;74;62;65;4;3;5;2.5
2019-01-12;10;10;10;2.0;4.3;4.4;2.0;4.6;-0.6;77;72;70;4;4;4;1.2
2019-01-13;9;9;10;3.4;5.5;5.3;4.7;6.2;3.1;78;78;82;4;4;5;2.5
2019-01-14;9;9;7;6.1;5.9;2.4;4.4;6.9;1.8;73;48;72;4;5;3;1
2019-01-15;10;8;10;40.0;40.0;4.5;2.3;4.6;0.0;63;62;62;4;5;5;Spuren
2019-01-16;7;9;8;5.3;7.0;4.2;5.6;7.2;3.9;61;57;70;6;3;2;0
2019-01-17;8;1;5;0.5;11.3;5.0;5.7;12.1;-0.8;84;48;65;2;2;1;0
2019-01-18;10;7;1;4.4;3.3;0.2;4.0;7.8;0.2;68;62;70;2;3;2;0.1
2019-01-19;9;9;9;-5.2;-1.1;-1.1;-2.6;0.2;-5.4;86;72;82;1;2;2;0
2019-01-20;10;10;10;-1.0;-0.2;-0.4;-1.0;0.0;-1.9;80;76;72;2;2;2;0
2019-01-21;0;0;0;-4.3;0.6;-3.2;-2.0;0.7;-4.7;82;61;77;2;2;1;0
2019-01-22;0;10;10;-8.0;-6.1;-4.2;-5.7;-3.1;-8.2;92;94;92;1;2;1;Spuren
2019-01-23;10;10;10;-6.8;-40.0;-40.0;-5.2;-3.5;-6.9;94;82;89;2;2;2;0.7
2019-01-24;10;10;10;-2.6;;-2.5;-2.8;-1.8;-3.8;81;74;72;2;3;2;Spuren
2019-01-25;1;9;10;-2.4;-0.5;-1.3;-1.2;0.4;-2.8;74;66;59;2;4;4;Spuren
2019-01-26;9;10;10;-0.2;2.7;3.8;0.5;3.8;-2.9;60;82;88;4;4;4;4.9
