date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2017-01-01;0;0;10;-6.0;-3.9;-4.0;-3.7;-1.1;-6.2;94;91;95;1;1;1;0.3
2017-01-02;9;1;10;-6.8;4.7;0.2;-1.0;5.3;-7.2;93;58;83;1;3;3;0.4
2017-01-03;1;2;6;-0.1;2.5;0.9;1.1;2.8;-0.7;75;61;66;3;5;5;Spuren
2017-01-04;9;9;1;3.3;3.7;2.7;2.9;4.8;0.9;59;72;76;6;6;5;Spuren
2017-01-05;8;9;7;0.4;-1.2;-3.2;-0.1;3.1;-3.2;69;53;58;3;4;4;Spuren
2017-01-06;9;9;5;-5.8;-4.8;;-5.2;-3.2;-7.1;62;53;69;4;4;3;Spuren
2017-01-07;1;2;8;-9.2;-4.7;-6.6;-7.2;-4.6;-9.7;66;40;62;3;3;2;2.5
2017-01-08;10;5;9;-7.1;;-7.2;-5.7;-3.8;-7.5;90;79;88;1;2;1;0.9
2017-01-09;10;10;10;-3.5;-2.7;-3.4;-4.8;-2.4;-7.2;78;81;75;4;2;2;Spuren
2017-01-10;10;7;2;-6.4;-6.5;;-5.7;-3.2;-8.1;84;60;59;2;4;3;Spuren
2017-01-11;1;0;9;;-4.0;-4.3;-8.2;-3.7;-12.6;82;55;64;1;2;1;2
2017-01-12;8;7;10;2.8;6.0;4.5;1.4;7.4;-4.6;79;66;80;4;3;2;0.3
2017-01-13;10;10;10;2.8;40.0;1.8;3.2;6.0;0.4;79;54;76;2;5;5;0.4
2017-01-14;7;10;4;0.0;2.2;2.0;1.1;2.8;-0.7;66;85;69;3;5;3;1.7
2017-01-15;1;5;3;0.0;2.6;;1.5;3.2;-0.2;73;61;72;4;4;4;Spuren
2017-01-16;2;9;10;-2.7;-0.3;-1.8;-1.9;0.0;-3.7;85;71;78;3;2;1;Spuren
2017-01-17;8;9;7;-2.5;-0.8;-1.7;-2.0;-0.6;-3.4;77;68;70;3;3;3;0
2017-01-18;9;10;0;-3.4;-1.8;-4.4;-3.1;-1.7;-4.4;74;66;77;3;2;2;0
2017-01-19;0;0;0;-8.8;-3.8;-6.1;-6.1;-3.4;-8.8;87;68;80;2;2;1;0
2017-01-20;0;0;0;-10.2;-3.6;-5.6;-7.0;-3.4;-10.5;90;71;84;1;2;1;0
