date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2012-01-01;10;10;10;2.2;3.1;3.5;2.2;3.6;0.8;99;97;99;1;2;2;2.2
2012-01-02;10;10;9;0.5;2.6;3.3;2.1;3.7;0.4;100;92;93;2;2;2;2.9
2012-01-03;9;4;0;6.6;8.8;4.7;6.6;9.8;3.3;88;56;91;3;3;2;0
2012-01-04;10;10;2;4.8;8.0;5.3;7.2;10.7;3.6;83;69;75;2;4;3;Spuren
2012-01-05;10;10;10;5.5;40.0;6.3;6.7;9.1;4.3;46;71;84;2;2;4;1.2
2012-01-06;7;6;3;4.3;6.2;3.9;5.2;6.8;3.5;70;56;55;5;5;4;Spuren
2012-01-07;9;10;10;3.9;4.9;2.8;4.3;5.7;2.8;72;68;96;3;4;4;6.8
2012-01-08;9;10;8;4.6;4.2;3.9;3.9;5.3;2.4;81;96;88;4;3;3;8.6
2012-01-09;10;10;8;4.7;40.0;4.3;4.6;6.0;3.2;84;88;76;4;3;3;5.5
2012-01-10;8;9;10;5.8;6.4;;5.2;7.5;2.9;88;64;61;4;4;4;0.4
2012-01-11;9;9;9;40.0;40.0;7.6;6.7;9.1;4.2;71;63;63;3;3;4;Spuren
2012-01-12;9;6;4;6.7;9.1;7.2;7.5;9.6;5.3;65;51;60;4;3;4;0.7
2012-01-13;8;10;6;4.8;1.4;;4.5;8.1;0.8;68;97;77;4;4;4;3.7
2012-01-14;5;6;9;2.5;3.6;2.5;3.2;4.6;1.7;71;59;58;4;4;4;Spuren
2012-01-15;8;7;9;;1.6;0.1;1.3;2.5;0.0;70;51;65;4;4;3;Spuren
2012-01-16;9;4;9;-1.6;1.5;-0.6;0.2;2.0;-1.7;62;54;59;3;3;3;2.5
2012-01-17;10;10;10;-0.9;-0.2;0.5;-0.6;0.6;-1.8;100;96;91;4;4;4;2.3
2012-01-18;10;8;1;1.0;5.6;3.0;3.2;5.8;0.5;74;47;44;4;3;3;3
2012-01-19;10;10;10;3.5;5.3;8.3;3.8;8.3;-0.8;93;95;92;5;3;5;20.4
2012-01-20;10;8;0;3.6;4.9;2.3;6.1;9.9;2.2;96;78;81;3;5;4;2.3
2012-01-21;1;10;10;1.5;4.4;0.5;2.5;4.5;0.5;71;59;100;3;3;2;17.8
2012-01-22;7;8;8;4.2;;;4.5;8.4;0.5;85;63;75;3;4;3;0.2
2012-01-23;1;6;9;6.3;7.2;5.2;6.9;8.7;5.1;62;64;78;4;4;3;9.8
2012-01-24;5;7;8;0.9;5.5;3.0;3.2;5.9;0.4;100;72;83;2;3;3;0.5
2012-01-25;1;3;7;-0.5;2.3;0.6;1.1;3.1;-0.9;73;64;66;3;3;3;0
2012-01-26;3;8;10;-1.5;0.4;-40.0;-0.3;1.3;-1.9;76;61;65;3;3;2;Spuren
2012-01-27;10;3;1;-2.3;-0.4;-2.0;-1.4;-0.1;-2.6;78;70;82;2;2;2;0
2012-01-28;2;7;5;-4.7;2.2;-1.2;-1.3;2.6;-5.1;92;62;83;2;4;3;0
2012-01-29;9;9;5;-2.8;0.4;-2.0;-1.6;0.5;-3.6;99;70;82;2;3;3;0
2012-01-30;4;3;0;-6.3;;-1.8;-2.7;1.1;-6.4;99;41;54;2;3;3;0
2012-01-31;0;6;2;-6.9;-1.8;;-4.4;-1.6;-7.1;87;56;71;3;3;2;0
2012-02-01;0;7;0;-10.1;-4.1;-9.0;-7.1;-3.6;-10.6;87;58;63;2;2;2;0
2012-02-02;5;6;3;-13.1;-6.9;-10.3;-9.9;-6.6;-13.2;71;46;55;2;2;3;0
2012-02-03;8;7;8;-14.9;-8.6;-9.5;-11.5;-7.9;-15.0;80;56;48;2;2;3;0
2012-02-04;8;10;8;-11.5;-8.3;-8.5;-9.8;-8.0;-11.6;46;43;43;3;4;3;Spuren
2012-02-05;10;7;1;-10.1;-6.9;-10.2;-8.5;-6.7;-10.2;62;43;53;3;3;3;Spuren
2012-02-06;9;10;10;-12.7;-8.0;-9.1;-10.2;-7.4;-13.0;66;54;79;3;3;3;2.9
2012-02-07;10;10;10;-10.9;;-8.3;-9.7;-8.3;-11.1;90;86;82;3;3;3;1
2012-02-08;0;3;7;-10.8;-5.3;-7.7;-7.9;-4.8;-11.0;85;63;72;2;2;2;0
2012-02-09;8;10;10;-8.4;-6.0;-6.8;-8.0;-5.5;-10.4;79;85;94;2;2;2;0.1
2012-02-10;9;7;3;-11.1;;-9.3;-9.1;-6.8;-11.3;82;64;75;2;3;2;Spuren
2012-02-11;1;7;10;;-8.0;-7.6;-10.9;-7.0;-14.7;85;62;62;3;2;2;0
2012-02-12;2;0;1;-12.0;-40.0;-8.0;-9.4;-5.7;-13.0;74;50;60;2;3;2;0
2012-02-13;3;9;9;-8.9;-40.0;-4.9;-6.1;-2.4;-9.7;68;56;74;3;4;3;Spuren
2012-02-14;10;5;9;-4.5;-0.5;-2.5;-2.5;0.1;-5.1;82;64;80;2;3;2;Spuren
2012-02-15;10;7;7;2.2;4.6;3.9;1.5;5.5;-2.6;80;68;55;5;4;5;0.5
2012-02-16;9;9;5;0.6;2.5;1.2;2.2;3.9;0.5;68;62;62;5;4;3;0.9
2012-02-17;10;9;9;1.3;4.6;3.8;1.7;4.8;-1.5;97;79;87;5;5;4;1.4
2012-02-18;9;6;8;3.5;8.4;5.1;6.1;8.6;3.5;86;60;73;3;2;2;0
2012-02-19;6;10;10;-0.7;6.0;40.0;2.9;6.5;-0.7;99;92;94;1;2;3;3.3
2012-02-20;9;7;3;2.6;4.9;1.6;3.6;5.6;1.6;74;51;66;3;3;2;0
2012-02-21;2;2;1;-4.6;;0.3;0.5;5.7;-4.7;94;55;72;1;2;2;Spuren
2012-02-22;10;0;1;3.4;8.7;3.7;4.6;9.3;-0.1;65;63;88;2;1;1;0
2012-02-23;4;10;9;-1.6;9.2;6.3;4.0;9.8;-1.8;100;37;83;1;6;5;0.1
2012-02-24;9;2;8;7.7;12.4;10.0;9.4;12.8;6.0;85;66;77;5;4;4;0
2012-02-25;4;8;1;9.4;12.9;9.3;11.1;13.5;8.6;78;48;64;5;3;3;Spuren
2012-02-26;9;10;7;5.4;2.6;3.2;5.9;9.4;2.4;68;99;80;3;4;4;4
2012-02-27;1;7;10;0.1;6.3;4.0;3.2;6.5;-0.1;72;36;48;4;4;3;0.6
2012-02-28;10;10;10;4.2;5.2;5.4;4.1;5.7;2.5;86;98;97;4;4;4;11.2
