date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2011-01-01;9;5;8;0.2;1.8;1.3;0.2;2.5;-2.1;81;75;73;3;4;5;0.1
2011-01-02;10;9;5;1.2;2.5;0.0;1.5;3.0;0.0;85;63;81;2;3;2;0.3
2011-01-03;8;5;7;-0.7;1.8;-0.2;0.9;2.6;-0.9;77;64;73;3;3;3;Spuren
2011-01-04;1;9;5;-4.5;;-5.0;-2.7;-0.1;-5.2;90;86;89;1;2;2;0
2011-01-05;9;10;10;;;-3.2;-4.3;-3.2;-5.3;81;78;79;4;4;3;0
2011-01-06;10;10;7;-3.5;-0.4;0.6;-1.7;0.7;-4.1;83;78;82;4;2;2;Spuren
2011-01-07;10;8;9;0.5;4.1;1.8;1.9;4.1;-0.4;89;77;89;2;2;2;Spuren
2011-01-08;10;10;10;2.2;2.8;3.0;2.6;3.5;1.6;96;95;94;2;1;1;0.3
2011-01-09;10;10;10;-0.1;1.1;1.4;1.4;3.0;-0.2;96;95;95;2;1;1;Spuren
2011-01-10;10;10;10;;3.8;2.6;2.7;4.0;1.3;92;82;91;1;1;1;0.7
2011-01-11;10;10;10;2.4;4.2;2.6;3.3;4.4;2.1;96;93;95;3;3;3;0
2011-01-12;7;4;5;;8.3;5.4;5.6;9.0;2.1;75;64;68;3;3;3;5.7
2011-01-13;10;10;10;4.7;9.1;8.5;7.1;10.4;3.8;94;86;94;2;3;3;10.9
2011-01-14;9;8;7;11.4;;11.5;11.1;13.6;8.5;79;70;73;4;4;3;0.7
2011-01-15;9;6;5;10.1;10.1;9.3;10.6;12.2;8.9;65;62;59;5;5;4;Spuren
2011-01-16;9;9;1;9.2;12.7;6.4;9.1;12.7;5.4;65;54;73;3;1;3;0
2011-01-17;0;10;10;0.8;1.7;1.3;3.7;6.9;0.5;95;95;97;1;1;1;0
2011-01-18;10;7;3;0.1;7.4;4.2;4.4;8.7;0.0;97;74;87;2;1;2;0.8
2011-01-19;10;10;10;3.0;7.6;3.4;5.7;8.5;2.8;94;69;73;1;3;4;0.9
2011-01-20;6;8;9;1.2;3.2;2.0;2.8;4.6;1.0;74;63;69;3;3;3;Spuren
2011-01-21;10;9;9;0.2;0.9;0.1;0.9;2.0;-0.2;73;70;63;3;3;3;Spuren
2011-01-22;10;10;9;-1.5;-0.3;-0.6;-0.8;0.1;-1.6;65;63;56;3;3;3;Spuren
2011-01-23;2;8;10;-3.3;0.6;-1.4;-0.8;1.8;-3.4;63;53;77;3;4;4;4.7
2011-01-24;9;3;5;-2.0;0.4;-3.7;-1.6;0.7;-3.8;91;64;89;2;3;2;0.7
2011-01-25;10;10;7;-3.0;3.1;1.5;-1.0;3.3;-5.3;94;77;79;1;3;2;1.1
2011-01-26;10;10;7;1.4;1.4;0.6;1.8;3.2;0.3;85;90;93;3;2;3;2.8
2011-01-27;10;10;10;-0.7;-0.6;-0.8;0.2;1.4;-1.1;95;92;85;1;2;2;0
2011-01-28;10;5;10;-3.7;;-5.6;-3.2;-0.8;-5.6;90;81;94;2;2;1;0
2011-01-29;10;9;10;-8.0;-4.1;-4.0;-6.0;-3.8;-8.1;95;87;91;2;3;3;Spuren
