date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2018-01-01;10;10;8;2.5;8.9;6.6;5.8;9.2;2.3;96;62;68;1;4;1;Spuren
2018-01-02;8;8;7;6.7;8.0;;5.1;8.4;1.8;68;60;74;4;4;4;0.3
2018-01-03;5;10;6;1.5;4.2;6.7;4.4;7.9;0.9;78;88;69;2;2;5;3.4
2018-01-04;6;9;10;7.2;9.1;6.8;8.1;9.6;6.5;62;56;70;4;3;1;6.4
2018-01-05;8;10;10;9.3;10.9;6.9;8.5;12.1;4.8;74;65;83;5;2;1;0
2018-01-06;8;10;10;2.8;7.1;6.8;5.3;8.4;2.2;97;90;94;2;2;1;0
2018-01-07;10;10;10;6.9;8.4;7.5;7.6;8.7;6.5;91;85;86;1;1;2;1.2
2018-01-08;10;10;10;5.5;5.1;4.2;5.9;7.5;4.2;98;98;98;2;2;2;1.7
2018-01-09;10;10;8;;6.9;6.3;5.6;6.9;4.2;95;86;84;3;4;3;4.6
2018-01-10;10;10;10;4.2;3.5;3.9;4.9;6.5;3.2;96;96;96;3;2;1;7.6
2018-01-11;9;9;10;3.2;7.0;5.4;4.9;8.1;1.7;98;78;82;1;2;2;0
2018-01-12;10;10;10;5.2;5.3;3.6;4.6;5.6;3.5;82;83;89;2;2;2;2.1
2018-01-13;10;10;10;1.0;0.8;1.3;2.2;3.6;0.7;90;96;96;2;2;3;1.6
2018-01-14;10;10;10;0.3;0.2;-0.3;0.6;1.4;-0.3;94;89;90;3;3;3;2.2
2018-01-15;2;9;10;-2.0;-40.0;-1.4;-0.8;0.8;-2.3;88;77;80;3;4;3;0
2018-01-16;10;10;10;-0.8;0.6;2.2;0.2;2.2;-1.8;91;91;94;3;2;2;1.8
2018-01-17;8;6;9;3.5;4.4;2.7;4.1;6.0;2.2;80;71;63;4;5;4;0.3
2018-01-18;2;9;3;2.2;5.2;4.0;3.5;5.6;1.4;70;65;68;4;3;1;1.3
2018-01-19;9;2;1;4.3;7.2;3.4;6.0;9.6;2.4;82;61;72;3;5;4;6.2
2018-01-20;10;9;7;1.3;5.3;1.8;2.9;5.7;0.0;92;65;83;1;3;2;0.6
2018-01-21;10;10;9;0.8;2.0;40.0;1.6;2.5;0.7;90;89;75;1;3;4;0.6
2018-01-22;9;9;10;-1.7;1.0;1.0;-0.2;1.8;-2.2;82;73;82;1;2;3;1.4
2018-01-23;8;10;9;3.5;5.6;5.3;3.2;5.9;0.4;83;79;80;4;3;2;Spuren
2018-01-24;9;10;1;;6.1;2.6;4.4;6.2;2.6;85;85;92;1;2;1;1.4
2018-01-25;8;7;6;0.9;5.3;2.6;3.3;5.7;0.9;90;74;81;2;2;3;0
2018-01-26;10;10;10;0.7;2.3;1.9;1.6;2.6;0.6;95;84;90;1;2;2;Spuren
2018-01-27;10;10;10;2.1;2.8;3.2;2.8;3.7;1.9;89;78;78;2;2;2;0
2018-01-28;8;9;10;1.7;10.8;8.9;6.5;11.7;1.3;92;52;76;1;5;4;Spuren
2018-01-29;8;2;1;10.2;14.2;12.4;11.6;14.4;8.7;67;52;57;5;6;5;Spuren
2018-01-30;9;3;1;8.9;9.0;6.5;9.5;12.4;6.5;73;54;73;4;2;3;1.1
2018-01-31;10;2;1;1.4;9.4;3.8;5.4;10.0;0.7;93;63;83;0;2;2;0
2018-02-01;10;10;10;1.9;5.0;4.8;3.8;6.2;1.3;94;82;83;1;1;4;0.6
2018-02-02;9;10;8;3.7;5.4;4.0;4.6;5.5;3.6;76;63;64;2;3;2;Spuren
2018-02-03;9;10;9;3.1;4.0;3.0;3.5;4.4;2.5;64;69;75;3;3;3;Spuren
2018-02-04;7;7;0;2.0;40.0;0.0;2.5;5.0;0.0;78;72;85;3;3;1;Spuren
2018-02-05;1;7;10;-3.4;2.3;0.7;-0.5;2.6;-3.5;90;64;62;1;2;2;0
2018-02-06;10;10;10;-40.0;0.5;1.1;-0.3;1.1;-1.6;62;69;81;3;3;3;0
2018-02-07;10;10;10;-1.2;0.7;0.7;-0.2;1.2;-1.6;84;94;97;3;1;1;7.5
2018-02-08;10;10;9;1.3;1.5;1.1;1.1;1.6;0.6;85;81;79;3;4;3;Spuren
2018-02-09;10;9;9;0.2;2.1;0.2;1.5;2.8;0.1;78;67;76;2;2;2;0
2018-02-10;10;10;10;-40.0;0.1;-0.1;-0.1;0.4;-0.6;77;79;86;2;2;1;Spuren
2018-02-11;7;8;10;-0.7;40.0;3.0;2.5;6.1;-1.2;74;61;67;1;1;2;0.1
2018-02-12;9;10;10;3.6;5.4;2.1;3.7;5.8;1.5;79;70;88;3;2;4;0.7
2018-02-13;9;10;10;0.6;1.2;1.1;1.5;2.4;0.5;77;85;82;3;3;3;1
2018-02-14;9;9;10;-0.2;2.5;0.5;1.5;3.3;-0.3;80;65;85;2;3;3;Spuren
2018-02-15;1;8;10;-1.5;40.0;1.6;1.2;3.9;-1.6;81;55;62;2;2;2;1.3
2018-02-16;10;9;7;0.4;4.8;2.0;2.8;5.4;0.2;87;85;90;2;2;2;1.4
2018-02-17;10;10;10;-0.5;-0.3;0.6;0.8;2.1;-0.6;93;92;95;2;3;3;4.4
2018-02-18;10;10;9;;2.5;1.6;1.7;3.0;0.4;93;77;71;2;2;2;0
2018-02-19;1;4;9;-4.7;3.7;;-0.3;4.2;-4.7;92;56;75;1;3;2;1.7
2018-02-20;10;10;10;-1.5;0.3;;-0.4;0.8;-1.6;95;91;90;1;2;2;6.5
2018-02-21;10;10;10;-1.5;0.4;-1.2;-0.5;0.5;-1.5;83;69;80;3;3;3;0.2
2018-02-22;10;9;10;-1.1;1.3;-1.7;-0.1;1.6;-1.7;74;66;86;2;3;3;0.4
2018-02-23;10;9;10;-2.5;0.3;-1.5;-1.0;0.7;-2.6;77;69;72;2;3;2;Spuren
2018-02-24;2;9;8;-6.1;-1.0;-3.4;-3.0;0.3;-6.2;72;52;53;2;3;3;0
2018-02-25;1;6;0;-9.6;-5.1;-8.8;-6.5;-3.4;-9.6;70;52;58;3;3;3;0
2018-02-26;3;7;10;-12.0;-6.5;-8.0;-9.0;-5.9;-12.1;73;56;63;2;3;3;Spuren
2018-02-27;10;10;10;-10.6;-8.8;-9.5;-9.4;-8.0;-10.8;63;70;68;3;3;3;0.2
2018-02-28;8;4;0;-11.4;-7.0;-9.0;-8.9;-6.3;-11.4;68;53;63;2;3;2;0.2
2018-03-01;1;10;10;-45.2;;-7.0;-9.0;-5.5;-12.4;76;65;81;4;4;4;Spuren
2018-03-02;10;10;10;-6.6;-5.0;-5.0;-6.1;-4.8;-7.3;83;86;88;3;3;2;1
2018-03-03;10;10;9;-4.7;-1.6;-1.7;-2.9;-0.6;-5.2;71;47;50;2;2;2;0
2018-03-04;9;9;0;-7.2;2.1;-0.6;-2.3;2.7;-7.3;69;56;76;1;3;3;0
2018-03-05;10;10;10;-0.9;-0.2;-1.2;-0.7;0.1;-1.5;87;66;83;4;3;3;0.4
2018-03-06;10;10;8;0.2;1.3;1.4;0.4;1.9;-1.2;89;89;86;2;3;2;3.3
2018-03-07;10;9;4;0.3;12.2;5.5;6.0;12.6;-0.6;93;53;76;2;4;1;0.7
2018-03-08;9;5;1;5.4;10.6;4.9;8.2;11.8;4.5;73;50;66;4;3;2;0
2018-03-09;9;10;9;2.2;12.7;;7.3;13.6;1.0;85;41;60;1;3;1;0.1
2018-03-10;9;8;8;4.5;14.2;10.1;9.3;14.2;4.4;86;50;69;1;2;1;0
2018-03-11;2;9;8;4.4;13.8;12.2;9.9;15.9;3.9;93;61;66;1;3;2;0.2
2018-03-12;7;9;9;10.5;13.1;10.1;12.7;15.5;9.9;81;66;88;2;4;2;2.2
2018-03-13;9;5;3;9.6;15.5;10.1;12.0;15.9;8.1;66;39;54;3;4;2;0
2018-03-14;8;10;9;7.6;8.9;7.0;8.6;10.1;7.0;73;63;76;3;3;2;0.3
2018-03-15;9;10;10;3.7;6.7;6.9;5.5;7.4;3.5;84;74;80;2;3;2;3.6
2018-03-16;10;9;9;7.2;9.8;8.2;8.5;10.6;6.3;95;83;88;1;3;2;7
2018-03-17;10;10;10;0.6;-0.1;;3.6;8.7;-1.5;81;92;87;3;2;2;4.1
2018-03-18;10;10;10;-4.8;-1.2;-2.1;-3.0;-1.1;-4.9;69;61;63;3;3;2;Spuren
2018-03-19;10;10;10;-40.0;-2.2;-2.9;-3.9;-1.9;-5.9;70;60;67;2;3;2;0.6
2018-03-20;10;10;8;-2.9;0.4;0.2;-1.3;1.0;-3.6;74;54;44;3;4;3;Spuren
2018-03-21;1;6;0;-1.4;4.4;2.3;1.6;5.4;-2.2;70;40;39;3;3;3;Spuren
2018-03-22;0;1;4;-3.0;7.1;2.8;2.5;9.0;-4.1;75;34;57;2;2;1;0
2018-03-23;10;9;10;2.4;6.8;5.2;4.1;7.4;0.8;75;64;72;2;3;3;0.4
2018-03-24;9;5;7;;9.4;5.8;6.8;10.3;3.2;74;37;57;1;2;3;0
2018-03-25;1;7;4;0.8;6.1;3.4;3.4;6.6;0.2;84;55;64;3;3;3;0
2018-03-26;4;5;8;-0.6;8.2;;4.2;9.8;-1.5;84;48;58;1;3;1;Spuren
2018-03-27;10;9;9;5.4;40.0;;7.2;10.4;3.9;74;54;91;2;2;3;3.7
2018-03-28;2;9;10;0.6;9.9;8.1;5.0;10.6;-0.7;96;61;79;1;2;2;0.5
2018-03-29;9;10;10;10.8;12.4;9.0;9.9;13.2;6.5;67;48;63;4;3;2;0.7
2018-03-30;9;9;9;6.6;10.7;40.0;8.7;12.5;4.9;82;69;76;1;3;3;0
2018-03-31;1;10;10;;13.4;10.4;12.6;15.4;9.7;74;63;71;3;1;2;21.6
2018-04-01;9;9;8;7.5;12.3;8.9;9.8;12.6;6.9;72;46;58;4;4;4;Spuren
2018-04-02;1;2;2;7.2;14.0;10.5;10.5;15.5;5.5;68;37;49;3;3;2;Spuren
2018-04-03;6;6;5;6.8;18.5;16.7;12.1;19.7;4.4;72;41;50;1;2;3;0
2018-04-04;9;9;9;9.3;17.5;16.6;14.0;19.5;8.5;71;50;50;2;1;2;0
2018-04-05;9;10;9;14.1;13.8;14.2;13.8;16.7;10.9;53;57;53;3;4;3;Spuren
2018-04-06;8;2;0;7.9;12.3;9.6;10.9;14.2;7.6;66;45;54;3;3;2;0
2018-04-07;3;4;10;5.7;;11.6;9.6;17.0;2.2;62;43;65;1;4;3;Spuren
2018-04-08;9;3;0;9.3;19.4;17.6;14.3;20.7;7.9;86;37;47;4;4;3;0
2018-04-09;6;6;5;13.8;24.8;20.7;17.5;25.4;9.5;60;26;36;2;4;3;0
2018-04-10;2;8;9;12.9;17.3;15.9;16.1;20.7;11.4;70;53;63;3;4;3;0
2018-04-11;3;6;5;10.5;21.5;;15.2;21.9;8.4;75;34;48;1;2;3;0
2018-04-12;9;4;9;13.3;23.1;19.5;17.8;24.2;11.3;69;41;50;2;4;3;1.1
2018-04-13;9;1;1;14.3;22.2;;17.8;22.7;12.9;89;38;35;3;4;4;0
2018-04-14;5;8;7;11.8;20.5;17.6;15.1;22.0;8.2;67;35;43;1;3;2;0
2018-04-15;10;9;10;11.2;21.6;19.7;16.7;23.0;10.4;78;54;61;1;3;3;0.4
2018-04-16;10;10;10;15.6;17.8;15.5;17.3;19.7;14.8;80;64;74;2;4;2;Spuren
2018-04-17;8;6;5;14.7;21.3;17.5;17.7;22.1;13.2;72;41;58;3;3;2;0
2018-04-18;4;6;1;14.1;21.6;70.8;16.2;22.7;9.6;66;36;49;2;3;2;0
2018-04-19;0;1;4;13.9;24.2;20.1;17.7;25.4;10.0;65;37;50;0;2;2;0
2018-04-20;0;1;2;16.9;25.0;20.2;19.9;26.5;13.2;68;32;44;1;1;2;0
2018-04-21;1;4;5;14.9;26.9;22.0;19.1;28.5;9.6;60;35;47;2;2;2;0
2018-04-22;5;2;1;18.0;25.9;22.4;20.1;26.7;13.4;60;38;49;2;2;2;0
2018-04-23;8;9;8;15.7;27.0;22.1;20.6;28.2;12.9;78;35;43;1;2;3;2.6
2018-04-24;9;2;8;16.3;23.2;18.9;19.5;23.7;15.2;78;44;55;3;4;2;0
2018-04-25;9;9;6;;26.3;22.0;19.5;27.0;12.0;75;33;47;1;4;2;2
